client_rank,round,data_size,data_variance,local_loss,local_accuracy
3,1,193,0.06324220448732376,3.7494213581085205,8.808290213346481
10,1,1159,0.06460206210613251,2.317610263824463,16.997411847114563
9,1,222,0.06440037488937378,2.4807584285736084,9.459459781646729
8,1,300,0.06496948003768921,2.346613883972168,13.333334028720856
1,1,1036,0.06285252422094345,2.4119584560394287,10.71428582072258
4,1,631,0.06230689212679863,2.5001511573791504,9.984152019023895
13,1,148,0.060754742473363876,2.9054200649261475,10.810811072587967
2,1,567,0.0628812313079834,2.281949996948242,11.640211939811707
5,1,151,0.06262253224849701,2.466351270675659,9.933774918317795
11,1,3769,0.06272221356630325,2.6597886085510254,18.413372337818146
7,1,4424,0.06420613080263138,2.3790669441223145,20.14014422893524
6,1,90,0.06675214320421219,2.6866445541381836,14.444445073604584
14,1,210,0.06161591038107872,2.7632012367248535,11.428571492433548
15,1,760,0.06447447836399078,2.205029249191284,15.000000596046448
33,1,9,0.03573913872241974,2.445629835128784,11.11111119389534
45,1,4960,0.06276723742485046,2.6353952884674072,16.99596792459488
46,1,377,0.06169150024652481,2.4886064529418945,10.875331610441208
40,1,58,0.05720049887895584,2.6118884086608887,10.34482792019844
41,1,700,0.06264364719390869,2.290064811706543,14.28571492433548
35,1,54,0.05481398105621338,2.535520553588867,16.66666716337204
43,1,54,0.060210444033145905,2.530634641647339,7.407407462596893
34,1,4906,0.06292714923620224,3.098237991333008,15.430085361003876
44,1,4906,0.06297998875379562,2.835897922515869,13.615980744361877
32,1,332,0.0666794702410698,2.309624671936035,12.951807677745819
42,1,2928,0.06271663308143616,2.615341901779175,12.15846985578537
36,1,650,0.06602594256401062,2.2158291339874268,15.076923370361328
38,1,2242,0.06379076093435287,2.5064780712127686,15.655665099620819
37,1,793,0.06372901797294617,2.2822272777557373,17.023959755897522
47,1,1107,0.06254247575998306,2.2799088954925537,19.33152675628662
